CountyName,ZCTA,CPI2000,Nplwha2004,DeathCount2000,DeathCount2001,DeathCount2002,DeathCount2003,DeathCount2004,IndivInPov,PerCapInc,Pop,PovertyPercentage,InLaborForce,Unemployed
Montgomery,12068,1.042,52,0,0,0,0,0,201,8624,2000,0.10856118,989.5,63
Montgomery,12070,1.042,52,0,0,0,0,0,55,10277,638,0.10856118,367,11
Montgomery,12086,1.042,52,0,0,0,0,0,56,10292,777,0.10856118,435,8.5
Montgomery,13317,1.042,52,0,0,0,0,0,430,16678,3809,0.10856118,1809,132
Montgomery,12072,1.042,52,0,0,0,0,0,163,17464,2545,0.10856118,1258,62
Montgomery,13428,1.042,52,0,0,0,0,0,150,17497,1698,0.10856118,773,56
Nassau,11735,1.379,2042,53,36,32,42,24,632,13116,16080,0.05214898,8166.5,285.5
Nassau,11001,1.379,2042,53,36,32,42,24,371,14710,12756,0.05214898,6361.5,185
Nassau,11040,1.379,2042,53,36,32,42,24,494,15301,19579,0.05214898,9054.5,238.5
Nassau,11042,1.379,2042,53,36,32,42,24,0,12881,513,0.05214898,0,0
Nassau,11096,1.379,2042,53,36,32,42,24,1175,16087,7975,0.05214898,3383,208
Nassau,11550,1.379,2042,53,36,32,42,24,9202,16134,59022,0.05214898,27612,1895
Nassau,11575,1.379,2042,53,36,32,42,24,2276,17349,15975,0.05214898,7265,477
Nassau,11553,1.379,2042,53,36,32,42,24,1981,19044,23452,0.05214898,10998,632
Nassau,11520,1.379,2042,53,36,32,42,24,4680,21201,44026,0.05214898,21837,1091
Nassau,11003,1.379,2042,53,36,32,42,24,2832,22206,40507,0.05214898,19548,1065
Nassau,11590,1.379,2042,53,36,32,42,24,3271,24151,42507,0.05214898,21692,1002
Nassau,11010,1.379,2042,53,36,32,42,24,1179,24761,24778,0.05214898,11643,279
Nassau,11580,1.379,2042,53,36,32,42,24,1471,24926,37759,0.05214898,18438,710
Nassau,11756,1.379,2042,53,36,32,42,24,1253,24963,43952,0.05214898,22947,833
Nassau,11548,1.379,2042,53,36,32,42,24,73,25805,2514,0.05214898,1364,125
Nassau,11552,1.379,2042,53,36,32,42,24,1090,26100,23309,0.05214898,11281,522
Nassau,11558,1.379,2042,53,36,32,42,24,679,26655,8553,0.05214898,4093,192
Nassau,11801,1.379,2042,53,36,32,42,24,1423,26677,39449,0.05214898,19932,617
Nassau,11542,1.379,2042,53,36,32,42,24,2373,26818,27693,0.05214898,13328,678
Nassau,11554,1.379,2042,53,36,32,42,24,1369,27076,37458,0.05214898,17824,580
Nassau,11714,1.379,2042,53,36,32,42,24,887,27813,23012,0.05214898,11436,300
Nassau,11563,1.379,2042,53,36,32,42,24,889,28002,23231,0.05214898,11664,433
Nassau,11518,1.379,2042,53,36,32,42,24,406,28703,11202,0.05214898,5811,152
Nassau,11501,1.379,2042,53,36,32,42,24,797,28888,19111,0.05214898,10260,336
Nassau,11547,1.379,2042,53,36,32,42,24,25,28988,666,0.05214898,346,6
Nassau,11783,1.379,2042,53,36,32,42,24,712,29059,22162,0.05214898,11180,302
Nassau,11758,1.379,2042,53,36,32,42,24,1590,29229,54933,0.05214898,27124,877
Nassau,11510,1.379,2042,53,36,32,42,24,1466,29565,32346,0.05214898,16511,591
Nassau,11710,1.379,2042,53,36,32,42,24,1041,29577,34463,0.05214898,17342,469
Nassau,11762,1.379,2042,53,36,32,42,24,422,29666,24471,0.05214898,11605,286
Nassau,11581,1.379,2042,53,36,32,42,24,548,29897,20094,0.05214898,9850,231
Nassau,11572,1.379,2042,53,36,32,42,24,1126,30078,31241,0.05214898,15262,652
Nassau,11793,1.379,2042,53,36,32,42,24,556,30701,32753,0.05214898,16344,552
Nassau,11516,1.379,2042,53,36,32,42,24,369,30926,7068,0.05214898,3451,54
Nassau,11514,1.379,2042,53,36,32,42,24,284,31102,5214,0.05214898,2644,104
Nassau,11565,1.379,2042,53,36,32,42,24,143,31288,9140,0.05214898,4955,163
Nassau,11561,1.379,2042,53,36,32,42,24,3344,32127,39582,0.05214898,21159,1140
Nassau,11709,1.379,2042,53,36,32,42,24,332,33665,7135,0.05214898,3558,93
Nassau,11566,1.379,2042,53,36,32,42,24,1184,34256,35606,0.05214898,18218,560
Nassau,11596,1.379,2042,53,36,32,42,24,337,34912,10572,0.05214898,5205,150
Nassau,11804,1.379,2042,53,36,32,42,24,158,35634,5014,0.05214898,2371,52
Nassau,11803,1.379,2042,53,36,32,42,24,878,36178,27767,0.05214898,14213,449
Nassau,11507,1.379,2042,53,36,32,42,24,245,36217,7755,0.05214898,3541,79
Nassau,11732,1.379,2042,53,36,32,42,24,142,38073,3804,0.05214898,2073,45
Nassau,11569,1.379,2042,53,36,32,42,24,199,39669,1559,0.05214898,839,43
Nassau,11570,1.379,2042,53,36,32,42,24,1418,40039,27827,0.05214898,14156,414
Nassau,11579,1.379,2042,53,36,32,42,24,148,41608,5141,0.05214898,2900,53
Nassau,11559,1.379,2042,53,36,32,42,24,585,44078,8103,0.05214898,3476,86
Nassau,11509,1.379,2042,53,36,32,42,24,106,44249,2861,0.05214898,1361,16
Nassau,11791,1.379,2042,53,36,32,42,24,677,46787,24445,0.05214898,12073,309
Nassau,11021,1.379,2042,53,36,32,42,24,1012,47044,19623,0.05214898,9952,300
Nassau,11598,1.379,2042,53,36,32,42,24,523,47146,13226,0.05214898,5999,74
Nassau,11050,1.379,2042,53,36,32,42,24,1556,47448,28545,0.05214898,14601,437
Nassau,11577,1.379,2042,53,36,32,42,24,448,47964,12176,0.05214898,5798,182
Nassau,11753,1.379,2042,53,36,32,42,24,528,48578,11648,0.05214898,5726,203
Nassau,11530,1.379,2042,53,36,32,42,24,705,49438,26482,0.05214898,12012,384
Nassau,11023,1.379,2042,53,36,32,42,24,506,49489,8501,0.05214898,3799,67
Nassau,11771,1.379,2042,53,36,32,42,24,601,51992,9550,0.05214898,4637,137
Nassau,11557,1.379,2042,53,36,32,42,24,279,52872,7966,0.05214898,3633,79
Nassau,11024,1.379,2042,53,36,32,42,24,509,55105,7564,0.05214898,3220,194
Nassau,11560,1.379,2042,53,36,32,42,24,347,57018,6815,0.05214898,3419,79
Nassau,11797,1.379,2042,53,36,32,42,24,271,58312,9005,0.05214898,3933,58
Nassau,11020,1.379,2042,53,36,32,42,24,68,59223,4043,0.05214898,1846,13
Nassau,11545,1.379,2042,53,36,32,42,24,355,61914,12073,0.05214898,5467,143
Nassau,11576,1.379,2042,53,36,32,42,24,247,63572,11810,0.05214898,5866,158
Nassau,11030,1.379,2042,53,36,32,42,24,719,68697,17148,0.05214898,7617,194
Nassau,11568,1.379,2042,53,36,32,42,24,105,72932,3992,0.05214898,1983,431
Nassau,11765,1.379,2042,53,36,32,42,24,22,77420,732,0.05214898,290,10
New_York,10463,1.223,28300,718,648,587,588,517,5521,11485,32788,0.19293629,14326.5,1276.5
New_York,10001,1.223,28300,718,648,587,588,517,3433,34704,17310,0.19293629,10366,1254
New_York,10002,1.223,28300,718,648,587,588,517,24651,14236,84870,0.19293629,38511,4316
New_York,10003,1.223,28300,718,648,587,588,517,5916,53591,53673,0.19293629,38041,2367
New_York,10004,1.223,28300,718,648,587,588,517,156,60329,1225,0.19293629,944,43
New_York,10005,1.223,28300,718,648,587,588,517,85,62160,884,0.19293629,773,31
New_York,10006,1.223,28300,718,648,587,588,517,222,57470,1447,0.19293629,1123,58
New_York,10007,1.223,28300,718,648,587,588,517,134,68375,3522,0.19293629,2007,171
New_York,10009,1.223,28300,718,648,587,588,517,12937,27460,58595,0.19293629,31250,2165
New_York,10010,1.223,28300,718,648,587,588,517,2323,56562,26408,0.19293629,17408,925
New_York,10011,1.223,28300,718,648,587,588,517,4476,62290,46669,0.19293629,32714,1684
New_York,10012,1.223,28300,718,648,587,588,517,3375,48188,26000,0.19293629,17123,986
New_York,10013,1.223,28300,718,648,587,588,517,4801,40820,25042,0.19293629,13793,1474
New_York,10014,1.223,28300,718,648,587,588,517,1998,69391,32667,0.19293629,24453,1023
New_York,10016,1.223,28300,718,648,587,588,517,5242,62344,51217,0.19293629,35580,1498
New_York,10017,1.223,28300,718,648,587,588,517,1228,68398,16201,0.19293629,12166,491
New_York,10018,1.223,28300,718,648,587,588,517,912,38762,4255,0.19293629,3190,455
New_York,10019,1.223,28300,718,648,587,588,517,4626,62214,36012,0.19293629,24334,1281
New_York,10021,1.223,28300,718,648,587,588,517,5309,91064,102078,0.19293629,67090,1887
New_York,10022,1.223,28300,718,648,587,588,517,1495,95196,30642,0.19293629,20281,722
New_York,10023,1.223,28300,718,648,587,588,517,4505,79736,62206,0.19293629,41047,2047
New_York,10024,1.223,28300,718,648,587,588,517,4936,77824,61414,0.19293629,39448,1651
New_York,10025,1.223,28300,718,648,587,588,517,14219,37532,97086,0.19293629,55607,3719
New_York,10026,1.223,28300,718,648,587,588,517,10380,13924,30377,0.19293629,12202,2109
New_York,10027,1.223,28300,718,648,587,588,517,17597,16769,56168,0.19293629,24413,4716
New_York,10028,1.223,28300,718,648,587,588,517,2277,85866,44987,0.19293629,29954,778
New_York,10029,1.223,28300,718,648,587,588,517,26283,14558,75390,0.19293629,26941,4202
New_York,10030,1.223,28300,718,648,587,588,517,10355,12725,25847,0.19293629,10121,2216
New_York,10031,1.223,28300,718,648,587,588,517,20270,12144,60221,0.19293629,23801,4211
New_York,10032,1.223,28300,718,648,587,588,517,20033,12993,63842,0.19293629,25268,4396
New_York,10033,1.223,28300,718,648,587,588,517,15821,15640,58259,0.19293629,24971,3573
New_York,10034,1.223,28300,718,648,587,588,517,12071,13932,41756,0.19293629,17986,2149
New_York,10035,1.223,28300,718,648,587,588,517,13532,10457,32702,0.19293629,10884,2499
New_York,10036,1.223,28300,718,648,587,588,517,3423,38308,18751,0.19293629,12429,1199
New_York,10037,1.223,28300,718,648,587,588,517,4164,17512,16984,0.19293629,6934,1016
New_York,10038,1.223,28300,718,648,587,588,517,3620,25926,15574,0.19293629,7499,654
New_York,10039,1.223,28300,718,648,587,588,517,8614,11298,21737,0.19293629,7260,1453
New_York,10040,1.223,28300,718,648,587,588,517,13391,13297,46599,0.19293629,19181,2635
New_York,10044,1.223,28300,718,648,587,588,517,1258,26199,9520,0.19293629,4403,902
New_York,10048,1.223,28300,718,648,587,588,517,48,6386,55,0.19293629,0,0
New_York,10069,1.223,28300,718,648,587,588,517,40,90113,1403,0.19293629,1128,25
New_York,10128,1.223,28300,718,648,587,588,517,5189,72691,59856,0.19293629,38848,1612
New_York,10162,1.223,28300,718,648,587,588,517,75,84938,1726,0.19293629,1091,50
New_York,10280,1.223,28300,718,648,587,588,517,376,83639,6614,0.19293629,4751,115
New_York,10282,1.223,28300,718,648,587,588,517,79,82348,1574,0.19293629,1027,27
Niagara,14001,0.981,120,1,2,1,2,4,137,6085,3096,0.10709616,1625.666667,52.33333333
Niagara,14301,0.981,120,1,2,1,2,4,3603,12974,14257,0.10709616,6356,970
Niagara,14303,0.981,120,1,2,1,2,4,1838,13754,7128,0.10709616,2833,358
Niagara,14305,0.981,120,1,2,1,2,4,4314,15362,20319,0.10709616,8703,725
Niagara,14028,0.981,120,1,2,1,2,4,112,18579,1737,0.10709616,896,81
Niagara,14108,0.981,120,1,2,1,2,4,405,18901,5938,0.10709616,2834,98
Niagara,14304,0.981,120,1,2,1,2,4,2212,19090,30960,0.10709616,15350,844
Niagara,14132,0.981,120,1,2,1,2,4,273,20040,5572,0.10709616,2660,143
Niagara,14120,0.981,120,1,2,1,2,4,2697,20059,43144,0.10709616,22732,1143
Niagara,14094,0.981,120,1,2,1,2,4,4925,20799,51376,0.10709616,25504,1163
Niagara,14174,0.981,120,1,2,1,2,4,321,24448,5742,0.10709616,2868,87
Niagara,14092,0.981,120,1,2,1,2,4,624,25756,11121,0.10709616,5646,273
Oneida,13322,0.972,251,8,6,4,12,11,75,7684,552,0.11551667,279,11.5
Oneida,13502,0.972,251,8,6,4,12,11,2844,8053,16753,0.11551667,7784.5,500.5
Oneida,13501,0.972,251,8,6,4,12,11,4551,8165,18038,0.11551667,7608.5,690
Oneida,13456,0.972,251,8,6,4,12,11,108,9570,2139,0.11551667,1089,35
Oneida,13421,0.972,251,8,6,4,12,11,795,9899,6596,0.11551667,3250.5,240
Oneida,13413,0.972,251,8,6,4,12,11,421,13159,7936,0.11551667,3786.5,105
Oneida,13403,0.972,251,8,6,4,12,11,226,16162,7919,0.11551667,2283,19
Oneida,13318,0.972,251,8,6,4,12,11,90,16299,1429,0.11551667,787,34
Oneida,13054,0.972,251,8,6,4,12,11,152,16403,2162,0.11551667,1102,32
Oneida,13319,0.972,251,8,6,4,12,11,60,16423,1018,0.11551667,549,47
Oneida,13363,0.972,251,8,6,4,12,11,336,16479,2397,0.11551667,1039,54
Oneida,13424,0.972,251,8,6,4,12,11,187,16744,2744,0.11551667,1069,41
Oneida,13495,0.972,251,8,6,4,12,11,159,17472,2271,0.11551667,1070,32
Oneida,13476,0.972,251,8,6,4,12,11,305,18485,3219,0.11551667,1658,151
Oneida,13440,0.972,251,8,6,4,12,11,5158,19022,44797,0.11551667,20220,1268
Oneida,13341,0.972,251,8,6,4,12,11,0,19426,54,0.11551667,51,0
Oneida,13417,0.972,251,8,6,4,12,11,345,19803,3180,0.11551667,1465,77
Oneida,13492,0.972,251,8,6,4,12,11,769,20704,11555,0.11551667,5637,212
Oneida,13323,0.972,251,8,6,4,12,11,645,21158,11772,0.11551667,6208,520
Oneida,13461,0.972,251,8,6,4,12,11,68,22081,3179,0.11551667,1571,32
Onondaga,13036,1.012,709,13,13,19,18,15,413,9195,4231,0.12281693,2215,102
Onondaga,13021,1.012,709,13,13,19,18,15,2499,9209,20852,0.12281693,9844,522.5
Onondaga,13166,1.012,709,13,13,19,18,15,261,9283,3054,0.12281693,1633,69
Onondaga,13135,1.012,709,13,13,19,18,15,254,9398,2875,0.12281693,1405.5,70.5
Onondaga,13077,1.012,709,13,13,19,18,15,296,9629,3412,0.12281693,1849.5,78.5
Onondaga,13082,1.012,709,13,13,19,18,15,194,9804,2506,0.12281693,1298.5,54
Onondaga,13037,1.012,709,13,13,19,18,15,291,10081,4386,0.12281693,2276.5,107
Onondaga,13030,1.012,709,13,13,19,18,15,177,10381,2136,0.12281693,1107,78
Onondaga,13027,1.012,709,13,13,19,18,15,666,12285,14554,0.12281693,7804.5,256.5
Onondaga,13035,1.012,709,13,13,19,18,15,165,13715,4033,0.12281693,2154.5,176.5
Onondaga,13152,1.012,709,13,13,19,18,15,157,14070,4227,0.12281693,2146,84
Onondaga,13104,1.012,709,13,13,19,18,15,307,16941,7207,0.12281693,3574.5,123
Onondaga,13202,1.012,709,13,13,19,18,15,2556,11274,5434,0.12281693,1948,523
Onondaga,13210,1.012,709,13,13,19,18,15,8560,11784,27352,0.12281693,13117,1521
Onondaga,13204,1.012,709,13,13,19,18,15,7210,12702,20826,0.12281693,8910,988
Onondaga,13205,1.012,709,13,13,19,18,15,5135,13460,20592,0.12281693,7592,804
Onondaga,13208,1.012,709,13,13,19,18,15,4263,14973,21440,0.12281693,9833,761
Onondaga,13120,1.012,709,13,13,19,18,15,157,18125,2998,0.12281693,1334,65
Onondaga,13203,1.012,709,13,13,19,18,15,3570,18213,15435,0.12281693,7630,655
Onondaga,13207,1.012,709,13,13,19,18,15,2747,18617,14890,0.12281693,7265,473
Onondaga,13211,1.012,709,13,13,19,18,15,652,18947,6425,0.12281693,3161,133
Onondaga,13206,1.012,709,13,13,19,18,15,2662,19128,16562,0.12281693,8618,504
Onondaga,13116,1.012,709,13,13,19,18,15,69,19591,3351,0.12281693,1850,98
Onondaga,13209,1.012,709,13,13,19,18,15,1297,19768,13774,0.12281693,6863,234
Onondaga,13060,1.012,709,13,13,19,18,15,191,19772,2852,0.12281693,1398,65
Onondaga,13212,1.012,709,13,13,19,18,15,1473,20564,20878,0.12281693,10920,407
Onondaga,13041,1.012,709,13,13,19,18,15,465,20760,9818,0.12281693,5469,188
Onondaga,13029,1.012,709,13,13,19,18,15,265,21220,5684,0.12281693,3122,166
Onondaga,13084,1.012,709,13,13,19,18,15,290,21826,4215,0.12281693,2217,107
Onondaga,13219,1.012,709,13,13,19,18,15,750,21841,15700,0.12281693,7507,221
Onondaga,13090,1.012,709,13,13,19,18,15,1620,22790,30934,0.12281693,17227,702
Onondaga,13039,1.012,709,13,13,19,18,15,429,23130,14562,0.12281693,7887,278
Onondaga,13057,1.012,709,13,13,19,18,15,954,23310,14845,0.12281693,7316,263
Onondaga,13088,1.012,709,13,13,19,18,15,1547,23336,22139,0.12281693,12316,437
Onondaga,13031,1.012,709,13,13,19,18,15,546,24089,14977,0.12281693,7349,285
Onondaga,13214,1.012,709,13,13,19,18,15,681,24711,8764,0.12281693,4393,149
Onondaga,13108,1.012,709,13,13,19,18,15,139,25608,6057,0.12281693,3201,95
Onondaga,13224,1.012,709,13,13,19,18,15,1208,26373,9052,0.12281693,4444,197
Onondaga,13215,1.012,709,13,13,19,18,15,555,26905,14461,0.12281693,6739,213
Onondaga,13078,1.012,709,13,13,19,18,15,274,29984,8625,0.12281693,4284,183
Onondaga,13066,1.012,709,13,13,19,18,15,356,39155,12299,0.12281693,6285,325
Ontario,14456,1.042,53,0,0,0,0,1,788,5774,6739,0.0647815,3152,219.3333333
Ontario,14489,1.042,53,0,0,0,0,1,209,6195,2556,0.0647815,1136,70.66666667
Ontario,14472,1.042,53,0,0,0,0,1,61,11456,2713,0.0647815,1478.333333,29.66666667
Ontario,14485,1.042,53,0,0,0,0,1,99,9397,2297,0.0647815,1388,67.5
Ontario,14513,1.042,53,0,0,0,0,1,969,9531,7429,0.0647815,3787,295
Ontario,14487,1.042,53,0,0,0,0,1,135,10043,2893,0.0647815,1495.5,47.5
Ontario,14522,1.042,53,0,0,0,0,1,253,10197,4383,0.0647815,2390,128
Ontario,14544,1.042,53,0,0,0,0,1,75,10346,954,0.0647815,518.5,27.5
Ontario,14564,1.042,53,0,0,0,0,1,151,15175,4952,0.0647815,2615,56
Ontario,14534,1.042,53,0,0,0,0,1,246,20933,15135,0.0647815,7270.5,186.5
Ontario,14504,1.042,53,0,0,0,0,1,98,17883,1312,0.0647815,653,25
Ontario,14432,1.042,53,0,0,0,0,1,491,18587,6106,0.0647815,3193,227
Ontario,14548,1.042,53,0,0,0,0,1,269,18955,4149,0.0647815,2324,73
Ontario,14425,1.042,53,0,0,0,0,1,564,20574,9658,0.0647815,5550,198
Ontario,14424,1.042,53,0,0,0,0,1,1821,22292,24878,0.0647815,13369,571
Orange,12780,1.117,650,13,10,10,15,9,143,8828,1059,0.10008171,474,32.5
Orange,10940,1.117,650,13,10,10,15,9,2941,9907,21430,0.10008171,10257,561
Orange,12721,1.117,650,13,10,10,15,9,230,10242,2757,0.10008171,1382.5,90
Orange,12589,1.117,650,13,10,10,15,9,384,10380,6631,0.10008171,3013,100
Orange,12542,1.117,650,13,10,10,15,9,282,10389,2909,0.10008171,1495,60.5
Orange,10974,1.117,650,13,10,10,15,9,47,13564,1592,0.10008171,836,39.5
Orange,10996,1.117,650,13,10,10,15,9,70,13196,7126,0.10008171,5106,33
Orange,10963,1.117,650,13,10,10,15,9,128,15192,4660,0.10008171,1359,61
Orange,12746,1.117,650,13,10,10,15,9,92,17189,1144,0.10008171,744,41
Orange,10950,1.117,650,13,10,10,15,9,9345,17735,38791,0.10008171,15023,677
Orange,12771,1.117,650,13,10,10,15,9,1784,18375,13847,0.10008171,6513,452
Orange,12550,1.117,650,13,10,10,15,9,7886,18742,52084,0.10008171,24294,1757
Orange,12543,1.117,650,13,10,10,15,9,188,19145,3133,0.10008171,1534,61
Orange,12586,1.117,650,13,10,10,15,9,1151,19742,11527,0.10008171,5773,293
Orange,10958,1.117,650,13,10,10,15,9,115,20316,2967,0.10008171,1366,97
Orange,12549,1.117,650,13,10,10,15,9,365,21502,8670,0.10008171,4461,182
Orange,12575,1.117,650,13,10,10,15,9,195,21803,2089,0.10008171,1074,24
Orange,10921,1.117,650,13,10,10,15,9,206,22229,3879,0.10008171,2099,84
Orange,10941,1.117,650,13,10,10,15,9,809,22471,13118,0.10008171,6921,195
Orange,12553,1.117,650,13,10,10,15,9,1283,23107,22514,0.10008171,11547,488
Orange,12577,1.117,650,13,10,10,15,9,12,23714,1614,0.10008171,812,38
Orange,10928,1.117,650,13,10,10,15,9,249,23989,5358,0.10008171,2949,95
Orange,10973,1.117,650,13,10,10,15,9,80,24078,1887,0.10008171,852,30
Orange,10925,1.117,650,13,10,10,15,9,380,24272,4986,0.10008171,2536,111
Orange,10924,1.117,650,13,10,10,15,9,533,24996,12308,0.10008171,5516,203
Orange,10926,1.117,650,13,10,10,15,9,84,25171,3275,0.10008171,1853,81
Orange,10918,1.117,650,13,10,10,15,9,898,26223,11492,0.10008171,6539,954
Orange,10990,1.117,650,13,10,10,15,9,605,26476,19315,0.10008171,9102,302
Orange,10992,1.117,650,13,10,10,15,9,287,26675,9367,0.10008171,4599,99
Orange,12518,1.117,650,13,10,10,15,9,379,27754,6276,0.10008171,3110,92
Orange,10916,1.117,650,13,10,10,15,9,68,27923,4070,0.10008171,1987,50
Orange,10930,1.117,650,13,10,10,15,9,253,28584,7400,0.10008171,3840,129
Orange,10917,1.117,650,13,10,10,15,9,58,28797,1650,0.10008171,867,33
Orange,12520,1.117,650,13,10,10,15,9,103,31705,2918,0.10008171,1556,46
Orange,10987,1.117,650,13,10,10,15,9,92,42502,3148,0.10008171,1744,27
Orleans,14470,1.042,34,0,0,0,0,0,299,7961,4477,0.10086351,1929,92
Orleans,14464,1.042,34,0,0,0,0,0,218,9048,3819,0.10086351,1981,81.5
Orleans,14420,1.042,34,0,0,0,0,0,859,9180,9654,0.10086351,5449.5,510.5
Orleans,14411,1.042,34,0,0,0,0,0,1470,15290,14676,0.10086351,6075,410
Orleans,14103,1.042,34,0,0,0,0,0,1616,16719,11612,0.10086351,5752,490
Oswego,13126,1.042,58,0,0,0,2,0,2790,8474,18227,0.1387452,9058,1234
Oswego,13036,1.042,58,0,0,0,2,0,413,9195,4231,0.1387452,2215,102
Oswego,13135,1.042,58,0,0,0,2,0,254,9398,2875,0.1387452,1405.5,70.5
Oswego,13076,1.042,58,0,0,0,2,0,196,16189,2344,0.1387452,1217,82
Oswego,13069,1.042,58,0,0,0,2,0,3857,16782,26451,0.1387452,12364,993
Otsego,13820,1.042,50,0,0,0,0,0,1940,7480,10529,0.16507545,5843.5,1366
Otsego,13838,1.042,50,0,0,0,0,0,406,7972,2478,0.16507545,999.5,59
Otsego,13849,1.042,50,0,0,0,0,0,297,8563,2576,0.16507545,1255.5,55
Otsego,13861,1.042,50,0,0,0,0,0,37,18518,652,0.16507545,364,8
Putnam,12531,1.042,94,0,0,0,0,0,11,12472,1526,0.04242019,722.5,14
Putnam,12582,1.042,94,0,0,0,0,0,68,13798,2275,0.04242019,1154.5,11.5
Putnam,12533,1.042,94,0,0,0,0,0,456,14187,11127,0.04242019,5569.5,235
Putnam,10541,1.042,94,0,0,0,0,0,354,14439,13347,0.04242019,7016.5,162.5
Putnam,10509,1.042,94,0,0,0,0,0,545,14646,9457,0.04242019,5026,211
Putnam,12563,1.042,94,0,0,0,0,0,242,25374,7252,0.04242019,3755,223
Putnam,10537,1.042,94,0,0,0,0,0,39,28813,2032,0.04242019,1005,50
Putnam,10512,1.042,94,0,0,0,0,0,1069,30446,23924,0.04242019,12920,365
Putnam,10579,1.042,94,0,0,0,0,0,398,32512,7945,0.04242019,4274,153
Putnam,10516,1.042,94,0,0,0,0,0,306,35677,5190,0.04242019,2710,52
Putnam,10524,1.042,94,0,0,0,0,0,258,40276,4232,0.04242019,2289,185
Queens,11370,1.223,12548,118,145,134,102,94,1946,7955,21571,0.14229311,6871,606.5
Queens,11001,1.223,12548,118,145,134,102,94,371,14710,12756,0.14229311,6361.5,185
Queens,11040,1.223,12548,118,145,134,102,94,494,15301,19579,0.14229311,9054.5,238.5
Queens,11430,1.223,12548,118,145,134,102,94,68,7597,229,0.14229311,135,77
Queens,11368,1.223,12548,118,145,134,102,94,21692,12412,98841,0.14229311,43621,4748
Queens,11691,1.223,12548,118,145,134,102,94,14032,12654,56184,0.14229311,21185,2836
Queens,11692,1.223,12548,118,145,134,102,94,3926,13153,15893,0.14229311,6163,1123
Queens,11433,1.223,12548,118,145,134,102,94,6946,13249,28435,0.14229311,11518,1452
Queens,11416,1.223,12548,118,145,134,102,94,4158,14429,23668,0.14229311,10015,892
Queens,11419,1.223,12548,118,145,134,102,94,6978,14707,48867,0.14229311,21871,1735
Queens,11373,1.223,12548,118,145,134,102,94,18585,15252,105723,0.14229311,50481,4357
Queens,11369,1.223,12548,118,145,134,102,94,6207,15491,36110,0.14229311,14869,1707
Queens,11418,1.223,12548,118,145,134,102,94,5970,15708,36571,0.14229311,16489,1491
Queens,11435,1.223,12548,118,145,134,102,94,9679,16142,53877,0.14229311,25635,2763
Queens,11101,1.223,12548,118,145,134,102,94,7142,16326,25595,0.14229311,10963,1208
Queens,11355,1.223,12548,118,145,134,102,94,14532,16430,83281,0.14229311,39291,2465
Queens,11436,1.223,12548,118,145,134,102,94,3110,16523,18148,0.14229311,7546,922
Queens,11420,1.223,12548,118,145,134,102,94,5478,16558,45498,0.14229311,20098,1734
Queens,11385,1.223,12548,118,145,134,102,94,16651,16592,97524,0.14229311,42721,3652
Queens,11377,1.223,12548,118,145,134,102,94,15006,16735,88339,0.14229311,42803,3340
Queens,11421,1.223,12548,118,145,134,102,94,4566,16846,37664,0.14229311,16638,1346
Queens,11417,1.223,12548,118,145,134,102,94,3520,16983,28607,0.14229311,12345,787
Queens,11372,1.223,12548,118,145,134,102,94,13293,17054,71308,0.14229311,35183,2966
Queens,11693,1.223,12548,118,145,134,102,94,2383,17434,11157,0.14229311,4587,466
Queens,11102,1.223,12548,118,145,134,102,94,7629,17514,36291,0.14229311,17333,1445
Queens,11428,1.223,12548,118,145,134,102,94,1675,17751,21023,0.14229311,10302,654
Queens,11354,1.223,12548,118,145,134,102,94,8603,17818,54329,0.14229311,24390,1675
Queens,11434,1.223,12548,118,145,134,102,94,8046,17923,59142,0.14229311,26455,2986
Queens,11106,1.223,12548,118,145,134,102,94,9483,18369,43130,0.14229311,20958,1597
Queens,11432,1.223,12548,118,145,134,102,94,8114,18391,57045,0.14229311,27104,2509
Queens,11429,1.223,12548,118,145,134,102,94,2250,18504,27647,0.14229311,13132,951
Queens,11412,1.223,12548,118,145,134,102,94,4341,18686,37452,0.14229311,16926,1659
Queens,11103,1.223,12548,118,145,134,102,94,7453,18702,44321,0.14229311,21629,1428
Queens,11423,1.223,12548,118,145,134,102,94,3877,18722,31240,0.14229311,14547,1205
Queens,11104,1.223,12548,118,145,134,102,94,5020,19674,29506,0.14229311,15526,1038
Queens,11105,1.223,12548,118,145,134,102,94,6785,20205,42117,0.14229311,20272,1324
Queens,11422,1.223,12548,118,145,134,102,94,2172,20232,30449,0.14229311,15315,1178
Queens,11378,1.223,12548,118,145,134,102,94,3270,20777,34053,0.14229311,15557,865
Queens,11413,1.223,12548,118,145,134,102,94,2756,20835,39827,0.14229311,20316,1806
Queens,11356,1.223,12548,118,145,134,102,94,1878,21406,20444,0.14229311,9366,580
Queens,11367,1.223,12548,118,145,134,102,94,4793,21522,38216,0.14229311,17380,986
Queens,11427,1.223,12548,118,145,134,102,94,1580,22367,23014,0.14229311,11193,583
Queens,11358,1.223,12548,118,145,134,102,94,3638,22858,38647,0.14229311,18801,843
Queens,11411,1.223,12548,118,145,134,102,94,1333,22885,21282,0.14229311,10685,731
Queens,11374,1.223,12548,118,145,134,102,94,5750,23176,44189,0.14229311,20595,1213
Queens,11365,1.223,12548,118,145,134,102,94,3780,23323,41566,0.14229311,19767,912
Queens,11426,1.223,12548,118,145,134,102,94,1172,23450,18727,0.14229311,8676,403
